nominal_head_form,nominal_head_upos,nominal_head_deprel,head_is_plural,modifier_is_plural,nominal_head_ī,nominal_head_consonant_ending,modifier_consonant_ending,head_frequency,modifier_frequency,modifier_form,modifier_upos,modifier_deprel,distance,position,np_depth,num_dependents_head,num_dependents_modifier,has_anchor_dependent,modifier_is_propn,ezafe_label,relative_position_in_sent,head_feats,modifier_feats,source_file,nmod_count,amod_count,ezafe_like_lemma_between
bun,NOUN,obl:tmod,0,0,0,1,1,959,204,zamestān,NOUN,nmod,0,1,2,1,1,0,0,1,0.0,False,False,GBd-TD1-01_mptf.conllu,1,0,0
rōz,NOUN,conj,0,0,0,1,1,985,60,gāhānīg,ADJ,amod,0,1,2,4,1,1,0,1,0.0,False,False,GBd-TD1-01_mptf.conllu,0,1,0
rōz,NOUN,obl,0,0,0,1,1,985,147,mahist,ADJ,amod,0,1,2,2,1,0,0,1,0.6666666666666666,False,False,GBd-TD1-01_mptf.conllu,0,1,0
rōz,NOUN,obl,0,0,0,1,1,985,154,keh,ADJ,amod,0,1,2,2,1,0,0,1,1.0,False,False,GBd-TD1-01_mptf.conllu,0,1,0
xwarāsān,NOUN,root,0,0,0,1,1,74,282,kišwar,NOUN,appos,0,1,5,4,1,0,0,0,0.0,False,False,GBd-TD1-01_mptf.conllu,0,0,0
kišwar,NOUN,appos,0,0,0,1,1,281,30,arzah,PROPN,nmod,0,1,1,1,0,0,1,0,0.0,False,False,GBd-TD1-01_mptf.conllu,1,0,0
rōz,NOUN,obl,0,0,0,1,1,985,154,keh,ADJ,amod,0,1,2,2,1,0,0,1,0.5,False,False,GBd-TD1-01_mptf.conllu,0,1,0
rōz,NOUN,obl,0,0,0,1,1,985,154,keh,ADJ,amod,0,1,2,2,1,0,0,1,1.0,False,False,GBd-TD1-01_mptf.conllu,0,1,0
kust,NOUN,root,0,0,0,1,1,248,106,nēmrōz,NOUN,nmod,0,1,5,4,1,0,0,0,0.0,False,False,GBd-TD1-01_mptf.conllu,1,0,0
nēmrōz,NOUN,nmod,0,0,0,1,1,103,282,kišwar,NOUN,appos,0,1,4,1,1,0,0,0,0.0,False,False,GBd-TD1-01_mptf.conllu,0,0,0
kišwar,NOUN,appos,0,0,0,1,1,281,29,fradadafš,PROPN,nmod,0,1,3,1,2,0,1,1,0.0,False,False,GBd-TD1-01_mptf.conllu,1,0,0
rōz,NOUN,obl,0,0,0,1,1,985,154,keh,ADJ,amod,0,1,2,2,1,0,0,1,0.5,False,False,GBd-TD1-01_mptf.conllu,0,1,0
rōz,NOUN,obl,0,0,0,1,1,985,460,meh,ADJ,amod,0,1,2,2,1,0,0,1,1.0,False,False,GBd-TD1-01_mptf.conllu,0,1,0
xwarwarān,NOUN,root,0,0,0,1,1,8,282,kišwar,NOUN,appos,0,1,4,4,1,0,0,0,0.0,False,False,GBd-TD1-01_mptf.conllu,0,0,0
kišwar,NOUN,appos,0,0,0,1,1,281,33,sawah,PROPN,nmod,0,1,2,1,1,0,1,1,0.0,False,False,GBd-TD1-01_mptf.conllu,1,0,0
rōz,NOUN,obl,0,0,0,1,1,985,147,mahist,ADJ,amod,0,1,2,2,1,0,0,1,0.5,False,False,GBd-TD1-01_mptf.conllu,0,1,0
rōz,NOUN,obl,0,0,0,1,1,985,147,mahist,ADJ,amod,0,1,2,2,1,0,0,1,1.0,False,False,GBd-TD1-01_mptf.conllu,0,1,0
kust,NOUN,root,0,0,0,1,1,248,154,abāxtar,NOUN,nmod,0,1,5,4,2,0,0,1,0.0,False,False,GBd-TD1-01_mptf.conllu,1,0,0
kišwar,NOUN,conj:nmod,0,0,0,1,1,281,5,āwarišn,NOUN,nmod,0,1,2,2,2,0,0,1,0.0,False,False,GBd-TD1-01_mptf.conllu,1,0,0
kišwar,NOUN,obj,0,0,0,1,1,281,30,arzah,PROPN,nmod,0,1,3,2,3,0,1,1,1.0,False,False,GBd-TD1-01_mptf.conllu,1,0,0
kišwar,NOUN,obj,0,0,0,1,1,281,157,nēm,NOUN,appos,4,1,3,2,2,0,0,0,1.0,False,False,GBd-TD1-01_mptf.conllu,1,0,0
nēm,NOUN,appos,0,0,0,1,1,101,94,xwaniras,PROPN,nmod,2,1,2,2,1,0,1,0,0.0,False,False,GBd-TD1-01_mptf.conllu,1,0,1
kust,NOUN,obl,0,0,0,1,1,248,27,tērag,PROPN,nmod,0,1,2,2,1,0,1,1,0.5,False,False,GBd-TD1-01_mptf.conllu,1,0,0
kišwar,NOUN,obj,0,0,0,1,1,281,33,sawah,PROPN,nmod,0,1,3,2,3,0,1,1,1.0,False,False,GBd-TD1-01_mptf.conllu,1,0,0
kišwar,NOUN,obj,0,0,0,1,1,281,157,nēm,NOUN,appos,4,1,3,2,2,0,0,0,1.0,False,False,GBd-TD1-01_mptf.conllu,1,0,0
nēm,NOUN,appos,0,0,0,1,1,101,94,xwaniras,PROPN,nmod,2,1,2,2,1,0,1,0,0.0,False,False,GBd-TD1-01_mptf.conllu,1,0,1
kōf,NOUN,obl,0,0,0,1,1,447,27,tērag,PROPN,nmod,0,1,2,2,1,0,1,1,0.5,False,False,GBd-TD1-01_mptf.conllu,1,0,0
mihr,PROPN,nsubj,0,0,0,1,1,289,38,tamīg,ADJ,amod,1,1,2,2,1,0,0,1,0.6,False,False,GBd-TD1-01_mptf.conllu,0,1,0
hampaymānagīh,NOUN,obl,0,0,0,1,1,10,57,rah,NOUN,nmod,1,1,3,2,2,0,0,0,0.8,False,False,GBd-TD1-01_mptf.conllu,1,0,0
rah,NOUN,nmod,0,0,0,1,1,57,420,xwaršēd,NOUN,nmod,0,1,2,2,1,0,0,0,0.0,False,False,GBd-TD1-01_mptf.conllu,1,0,0
kirdan,NOUN,obl,0,0,0,1,1,79,1238,wināh,NOUN,nmod,0,2,1,2,0,0,0,0,1.0,True,False,GBd-TD1-01_mptf.conllu,1,0,0
mēx,PROPN,obl,0,0,0,1,1,24,4,gāh,NOUN,nmod,0,1,2,2,1,0,0,1,0.6666666666666666,False,False,GBd-TD1-01_mptf.conllu,1,0,0
wināhgārīh,NOUN,nsubj,0,1,0,1,1,111,4718,=šān,PRON,nmod,0,2,1,1,0,0,0,0,1.0,False,False,GBd-TD1-01_mptf.conllu,1,0,0
apāwš,PROPN,acl:relcl,0,0,0,1,0,30,1338,dēw,NOUN,flat,0,1,1,3,0,0,0,0,0.0,False,False,GBd-TD1-01_mptf.conllu,0,0,0
stārag,NOUN,ccomp,0,0,0,1,1,123,156,zīwandagīh,NOUN,nmod,0,1,3,4,1,0,0,1,0.0,False,False,GBd-TD1-01_mptf.conllu,1,0,0
stārag,NOUN,conj,0,0,0,1,1,123,175,margīh,NOUN,nmod,0,1,2,3,1,0,0,1,0.0,False,False,GBd-TD1-01_mptf.conllu,1,0,0
apādyāwandīh,NOUN,obl,0,0,0,1,1,7,107,hamēstārīh,NOUN,nmod,1,1,2,2,1,0,0,0,0.4,False,False,GBd-TD1-01_mptf.conllu,1,0,0
čērīh,NOUN,obl,0,0,0,1,1,35,110,hamēstār,NOUN,nmod,1,1,2,2,2,0,0,1,0.5,False,True,GBd-TD1-01_mptf.conllu,1,0,0
petyār,NOUN,parataxis,0,0,0,1,1,18,175,margīh,NOUN,appos,0,1,3,2,3,0,0,0,0.0,True,False,GBd-TD1-01_mptf.conllu,0,0,0
margīh,NOUN,appos,0,0,0,1,1,174,333,petyārag,NOUN,nmod,3,1,2,3,0,0,0,0,0.0,False,False,GBd-TD1-01_mptf.conllu,1,0,0
hamēstār,NOUN,nsubj,0,0,0,1,1,106,18258,=š,PRON,nmod,0,2,1,2,0,0,0,0,1.0,True,False,GBd-TD1-01_mptf.conllu,1,0,0
hamēstār,NOUN,nsubj,0,0,0,1,1,106,52,sadwēs,PROPN,appos,0,1,1,2,0,0,1,0,1.0,True,False,GBd-TD1-01_mptf.conllu,1,0,0
hamēstār,NOUN,nsubj,0,0,0,1,1,106,18258,=š,PRON,nmod,0,2,3,2,0,0,0,0,1.0,True,False,GBd-TD1-01_mptf.conllu,1,0,0
hamēstār,NOUN,nsubj,0,0,0,1,1,106,152,tištar,PROPN,appos,0,1,3,2,1,0,1,0,1.0,True,False,GBd-TD1-01_mptf.conllu,1,0,0
madan,NOUN,obl,0,0,0,1,1,68,333,petyārag,NOUN,nmod,0,1,2,2,1,0,0,1,0.5,True,False,GBd-TD1-01_mptf.conllu,1,0,0
sāl,NOUN,nsubj,0,0,0,1,1,909,564,zamān,NOUN,nmod,0,1,5,4,0,1,0,0,1.0,False,False,GBd-TD1-01_mptf.conllu,1,0,0
sāl,NOUN,nsubj,0,0,0,1,1,909,909,sāl,NOUN,appos,4,1,5,4,3,1,0,0,1.0,False,False,GBd-TD1-01_mptf.conllu,1,0,0
sāl,NOUN,appos,0,0,0,1,1,909,28,mēnōyīh,NOUN,nmod,1,1,4,3,1,0,0,0,0.0,False,False,GBd-TD1-01_mptf.conllu,1,0,0
sāl,NOUN,conj:appos,0,0,0,1,1,909,12,gētīyīh,NOUN,nmod,0,1,3,3,1,0,0,0,0.0,False,False,GBd-TD1-01_mptf.conllu,1,0,0
gētīyīh,NOUN,nmod,0,0,0,1,1,12,57,abēzagīh,NOUN,nmod,1,1,2,1,1,0,0,0,0.0,False,False,GBd-TD1-01_mptf.conllu,1,0,0
xwadāyīh,NOUN,nsubj,0,0,0,1,1,638,136,hazārag,NOUN,nmod,0,2,1,1,0,0,0,0,0.3333333333333333,False,False,GBd-TD1-01_mptf.conllu,1,0,0
šēb,NOUN,parataxis,0,1,0,1,1,7,3,šēbān,NOUN,nmod,0,2,2,3,0,0,0,0,0.0,False,False,GBd-TD1-01_mptf.conllu,2,0,0
šēb,NOUN,parataxis,0,0,0,1,1,7,290,mihr,PROPN,nmod,0,1,2,3,1,0,1,1,0.0,False,False,GBd-TD1-01_mptf.conllu,2,0,0
bālist,NOUN,obl,0,0,0,1,1,135,2375,xwēš,PRON,amod,0,1,2,2,1,0,0,1,0.25,False,False,GBd-TD1-01_mptf.conllu,0,1,0
xwadāyīh,NOUN,obj,0,0,0,1,1,638,136,hazārag,NOUN,nmod,0,2,1,1,0,0,0,0,1.0,False,False,GBd-TD1-01_mptf.conllu,1,0,0
kēwān,PROPN,conj,0,0,0,1,0,79,499,xwadāy,NOUN,appos,0,1,3,1,1,0,0,0,0.0,False,False,GBd-TD1-01_mptf.conllu,0,0,0
xwadāy,NOUN,appos,0,0,0,0,1,494,101,tārīkīh,NOUN,nmod,0,1,2,1,1,0,0,1,0.0,False,False,GBd-TD1-01_mptf.conllu,1,0,0
mihr,PROPN,conj,0,0,0,1,0,289,499,xwadāy,NOUN,appos,0,1,3,2,1,0,0,0,0.0,False,False,GBd-TD1-01_mptf.conllu,0,0,0
mihr,PROPN,conj,0,0,0,1,1,289,333,petyārag,NOUN,appos,4,1,3,2,1,0,0,0,0.0,False,False,GBd-TD1-01_mptf.conllu,0,0,0
xwadāy,NOUN,appos,0,0,0,0,1,494,371,rōšnīh,NOUN,nmod,0,1,2,1,1,0,0,1,0.0,False,False,GBd-TD1-01_mptf.conllu,1,0,0
petyārag,NOUN,appos,0,0,0,1,1,323,101,tārīkīh,NOUN,nmod,0,2,2,1,1,0,0,0,0.0,False,False,GBd-TD1-01_mptf.conllu,1,0,0
bālist,NOUN,orphan,0,0,0,1,1,135,79,kēwān,PROPN,nmod,0,1,3,2,0,0,1,0,0.0,False,False,GBd-TD1-01_mptf.conllu,1,0,0
nišēb,NOUN,conj,0,0,0,1,1,32,290,mihr,PROPN,nmod,0,1,2,1,1,0,1,1,0.0,False,False,GBd-TD1-01_mptf.conllu,1,0,0
bālist,NOUN,advcl,0,0,0,1,1,135,290,mihr,PROPN,nmod,0,1,3,2,1,0,1,1,0.0,False,False,GBd-TD1-01_mptf.conllu,1,0,0
nišēb,NOUN,conj,0,0,0,1,1,32,79,kēwān,PROPN,nmod,0,1,2,2,1,0,1,1,0.0,False,False,GBd-TD1-01_mptf.conllu,1,0,0
drāzīh,NOUN,obl,0,0,0,1,1,3,18,ǰuγ,NOUN,nmod,0,1,4,2,2,0,0,0,0.3333333333333333,False,False,GBd-TD1-01_mptf.conllu,1,0,0
ǰuγ,NOUN,nmod,0,0,0,1,1,18,79,kēwān,PROPN,nmod,0,1,3,2,1,0,1,1,0.0,False,False,GBd-TD1-01_mptf.conllu,1,0,0
xwadāy,NOUN,root,0,0,0,0,1,494,371,rōšnīh,NOUN,nmod,0,1,5,4,1,0,0,1,0.0,False,False,GBd-TD1-01_mptf.conllu,1,0,0
kēwān,PROPN,nsubj,0,0,0,1,0,79,499,xwadāy,NOUN,appos,0,1,3,1,1,0,0,0,1.0,False,False,GBd-TD1-01_mptf.conllu,0,0,0
xwadāy,NOUN,appos,0,0,0,0,1,494,101,tārīkīh,NOUN,nmod,0,1,2,1,1,0,0,1,0.0,False,False,GBd-TD1-01_mptf.conllu,1,0,0
hangām,NOUN,nsubj,0,0,0,1,1,224,13,šabānrōz,NOUN,nmod,0,1,2,2,1,0,0,1,1.0,False,False,GBd-TD1-01_mptf.conllu,1,0,0
kōxšišn,NOUN,obl,0,0,0,1,1,184,640,dahišn,NOUN,nmod,1,1,3,2,3,0,0,1,0.14285714285714285,True,True,GBd-TD1-01_mptf.conllu,1,0,0
dahišn,NOUN,nmod,0,0,0,1,1,636,112,hamēmāl,NOUN,nmod,2,1,2,3,2,0,0,0,0.0,True,False,GBd-TD1-01_mptf.conllu,1,0,0
hamēmāl,NOUN,nmod,0,0,0,1,1,111,2375,xwēš,PRON,amod,0,2,1,2,0,0,0,0,0.0,False,False,GBd-TD1-01_mptf.conllu,0,1,0
wehdēn,NOUN,nmod,0,0,0,1,1,71,735,wehdēn,NOUN,nmod,0,2,1,4,4,0,0,1,0.0,False,False,GBd-TD1-01_mptf.conllu,2,0,0
wehdēn,NOUN,nmod,0,1,0,1,1,71,595,mazdēsnān,NOUN,nmod,0,1,1,4,0,0,0,0,0.0,False,False,GBd-TD1-01_mptf.conllu,2,0,0
nišānag,NOUN,root,0,0,0,1,1,19,357,asmān,NOUN,nmod,1,1,5,4,1,0,0,0,0.0,False,False,GBd-TD1-01_mptf.conllu,1,0,0
rāh,NOUN,xcomp,0,0,0,1,1,587,5,kayusān,ADJ,amod,0,1,3,2,1,0,0,1,0.0,False,False,GBd-TD1-01_mptf.conllu,0,1,0
rāh,NOUN,conj,0,0,0,1,1,587,24,gōzihr,PROPN,nmod,0,1,2,2,2,0,1,1,0.0,False,False,GBd-TD1-01_mptf.conllu,1,0,0
gōzihr,PROPN,nmod,0,0,0,1,1,23,95,mār,NOUN,flat,0,1,1,2,0,0,0,0,0.0,False,True,GBd-TD1-01_mptf.conllu,0,0,0
ardīgkunišnīh,NOUN,root,0,1,0,1,1,3,640,dahišnān,NOUN,nmod,0,1,3,4,1,0,0,0,0.0,True,False,GBd-TD1-01_mptf.conllu,2,0,0
ardīgkunišnīh,NOUN,root,0,0,0,1,0,3,569,gannāgmēnōy,PROPN,nmod,3,1,3,4,1,0,1,0,0.0,True,False,GBd-TD1-01_mptf.conllu,2,0,0
dahišnān,NOUN,nmod,1,0,0,1,0,636,1135,gētī,NOUN,nmod,0,1,1,1,0,0,0,0,0.0,False,False,GBd-TD1-01_mptf.conllu,1,0,0
čimīgdahišnīh,NOUN,obj,0,0,0,1,1,3,1175,dām,NOUN,nmod,0,1,3,3,0,0,0,0,1.0,True,False,GBd-TD1-01_mptf.conllu,1,0,0
abarwēzīh,NOUN,conj,0,1,0,1,1,25,1407,yazadān,NOUN,nmod,0,1,1,1,0,0,0,0,0.0,False,False,GBd-TD1-01_mptf.conllu,1,0,0
nizōrīh,NOUN,conj,0,0,0,1,1,2,2375,xwēš,PRON,amod,0,1,2,2,1,0,0,1,0.0,False,False,GBd-TD1-01_mptf.conllu,0,1,0
mēnōy,NOUN,nsubj,0,0,0,0,1,1405,357,asmān,NOUN,nmod,0,1,2,1,1,0,0,1,0.1,False,False,GBd-TD1-01_mptf.conllu,1,0,0
artēštār,NOUN,obl,0,0,0,1,1,110,62,arwand,ADJ,amod,0,2,4,3,0,0,0,0,0.2,True,False,GBd-TD1-01_mptf.conllu,0,1,0
zrēh,NOUN,obj,0,0,0,1,1,10,9,ayōxšustēn,ADJ,amod,0,1,2,2,1,0,0,1,0.3,False,False,GBd-TD1-01_mptf.conllu,0,1,0
frawahr,NOUN,obj,0,1,0,1,1,313,111,artēštārān,NOUN,nmod,0,1,3,1,2,0,0,1,0.5,False,True,GBd-TD1-01_mptf.conllu,1,0,0
artēštārān,NOUN,nmod,1,0,0,1,1,110,7,gurd,NOUN,nmod,1,1,2,2,2,0,0,1,0.0,True,False,GBd-TD1-01_mptf.conllu,1,0,0
gurd,NOUN,nmod,0,1,0,1,1,7,2060,ahlawān,NOUN,nmod,0,2,1,2,0,0,0,0,0.0,False,False,GBd-TD1-01_mptf.conllu,1,0,0
mōy,NOUN,advcl,0,0,0,0,1,131,700,sar,NOUN,nmod,1,1,2,3,1,0,0,0,0.0,False,False,GBd-TD1-01_mptf.conllu,1,0,0
āgāhīh,NOUN,xcomp,0,1,0,1,1,221,2060,ahlawān,NOUN,nmod,0,2,1,1,0,0,0,0,0.0,False,False,GBd-TD1-01_mptf.conllu,1,0,0
=š,PRON,nsubj,0,0,0,1,0,18107,569,gannāgmēnōy,PROPN,appos,2,1,1,1,0,0,1,0,0.5,False,False,GBd-TD1-01_mptf.conllu,0,0,0
widarg,NOUN,obj,0,0,0,1,1,84,3,abāzdwārišnīh,NOUN,nmod,0,1,1,1,0,0,0,0,1.0,False,True,GBd-TD1-01_mptf.conllu,1,0,0
abesinnēnišnīh,NOUN,obj,0,1,0,1,1,1,1338,dēwān,NOUN,nmod,0,1,2,2,1,0,0,1,1.0,True,False,GBd-TD1-01_mptf.conllu,1,0,0
agārīh,NOUN,conj,0,0,0,1,1,37,2375,xwēš,PRON,amod,0,1,1,1,0,0,0,0,0.0,False,False,GBd-TD1-01_mptf.conllu,0,1,0
frazām,NOUN,orphan,0,0,0,1,1,191,52,pērōzīh,NOUN,nmod,0,1,3,2,1,0,0,0,0.0,False,False,GBd-TD1-01_mptf.conllu,1,0,0
pērōzīh,NOUN,nmod,0,0,0,1,1,50,2375,xwēš,PRON,amod,0,1,1,1,0,0,0,0,0.0,False,False,GBd-TD1-01_mptf.conllu,0,1,0
frašegirdkirdārīh,NOUN,conj,0,0,0,1,1,43,1175,dām,NOUN,nmod,0,1,2,3,0,0,0,0,0.0,False,False,GBd-TD1-01_mptf.conllu,2,0,0
frašegirdkirdārīh,NOUN,conj,0,0,0,1,1,43,43,hamēhamērawišnīh,NOUN,nmod,2,1,2,3,1,0,0,0,0.0,False,True,GBd-TD1-01_mptf.conllu,2,0,0
ardīg,NOUN,obj,0,0,1,1,1,103,249,nazdist,ADJ,amod,0,2,1,2,0,1,0,0,0.3333333333333333,False,False,GBd-TD1-01_mptf.conllu,0,1,0
mēnōy,NOUN,nsubj,0,0,0,0,1,1405,357,asmān,NOUN,nmod,0,1,1,1,0,0,0,0,0.6666666666666666,False,False,GBd-TD1-01_mptf.conllu,1,0,0
ardīg,NOUN,obj,0,0,1,1,1,103,384,dudīgar,ADJ,amod,0,2,1,1,0,0,0,0,0.5,False,False,GBd-TD1-01_mptf.conllu,0,1,0
tištar,PROPN,nsubj,0,0,0,1,1,152,125,stārag,NOUN,appos,0,1,1,1,0,0,0,0,0.25,False,False,GBd-TD1-01_mptf.conllu,0,0,0
karzang,PROPN,advcl,0,0,0,1,1,37,90,ābīg,ADJ,amod,0,1,4,6,1,0,0,1,0.0,False,False,GBd-TD1-01_mptf.conllu,1,1,0
karzang,PROPN,advcl,0,0,0,1,1,37,80,xwurdag,NOUN,nmod,2,1,4,6,2,0,0,0,0.0,False,True,GBd-TD1-01_mptf.conllu,1,1,0
xwurdag,NOUN,nmod,0,0,0,1,1,51,12,azarag,PROPN,nmod,0,1,3,2,2,0,1,1,0.0,True,False,GBd-TD1-01_mptf.conllu,1,0,0
kust,NOUN,obl,0,0,0,1,1,248,19,xwarofrān,NOUN,nmod,0,1,2,2,1,0,0,1,0.75,False,False,GBd-TD1-01_mptf.conllu,1,0,0
māh,NOUN,nsubj,0,0,0,1,1,689,88,tīr,PROPN,nmod,0,1,1,1,0,0,1,0,1.0,False,False,GBd-TD1-01_mptf.conllu,1,0,0
māhīgān,NOUN,root,0,0,0,1,1,50,157,čahārom,ADJ,amod,0,2,2,4,0,0,0,0,0.0,False,False,GBd-TD1-01_mptf.conllu,1,1,0
māhīgān,NOUN,root,0,0,0,1,1,50,909,sāl,NOUN,nmod,1,1,2,4,2,0,0,1,0.0,False,False,GBd-TD1-01_mptf.conllu,1,1,0
axtar,NOUN,root,0,0,0,1,1,136,157,čahārom,ADJ,amod,0,2,2,4,0,0,0,0,0.0,False,False,GBd-TD1-01_mptf.conllu,1,1,0
axtar,NOUN,root,0,0,0,1,1,136,43,warrag,PROPN,nmod,1,1,2,4,2,0,1,1,0.0,False,False,GBd-TD1-01_mptf.conllu,1,1,0
daxšag,NOUN,nsubj,0,0,0,1,1,216,24,wārānkirdārīh,NOUN,nmod,0,1,2,1,1,0,0,1,1.0,False,False,GBd-TD1-01_mptf.conllu,1,0,0
nērōg,NOUN,obl,0,0,0,1,1,339,422,wād,NOUN,nmod,0,1,2,2,1,0,0,1,1.0,False,False,GBd-TD1-01_mptf.conllu,1,0,0
tašt,NOUN,obl,0,0,0,1,1,27,230,wuzurg,ADJ,amod,1,1,2,3,1,0,0,1,0.75,False,False,GBd-TD1-01_mptf.conllu,1,1,1
tašt,NOUN,obl,0,0,0,1,1,27,2067,āb,NOUN,nmod,3,1,2,3,2,0,0,1,0.75,False,False,GBd-TD1-01_mptf.conllu,1,1,1
āb,NOUN,nmod,0,0,0,1,1,2066,3,ābānagān,PROPN,nmod,0,2,1,2,0,0,1,0,0.0,False,False,GBd-TD1-01_mptf.conllu,1,0,0
xrafstarān,NOUN,nsubj,1,0,0,1,1,216,1276,zamīg,NOUN,nmod,0,1,1,3,0,1,0,0,0.5,False,False,GBd-TD1-01_mptf.conllu,1,0,0
huzārag,PRON,nsubj,0,0,0,1,1,18,15,parrwar,ADJ,nmod,0,1,4,2,1,0,0,1,0.5,False,False,GBd-TD1-01_mptf.conllu,1,0,0
sūrāxīh,NOUN,obl,0,0,0,1,1,1,1276,zamīg,NOUN,nmod,0,1,2,2,1,0,0,1,1.0,False,False,GBd-TD1-01_mptf.conllu,1,0,0
mēnōy,NOUN,dislocated:topic,0,0,0,0,1,1405,422,wād,NOUN,nmod,0,1,2,1,1,0,0,1,0.0,False,False,GBd-TD1-01_mptf.conllu,1,0,0
gyān,NOUN,obl,0,0,0,1,1,423,2253,tan,NOUN,nmod,1,1,2,3,1,0,0,0,0.6666666666666666,False,False,GBd-TD1-01_mptf.conllu,1,0,0
wād,NOUN,nsubj,0,0,0,1,1,422,10,andarwāyīg,ADJ,amod,0,1,1,1,0,0,0,0,1.0,False,False,GBd-TD1-01_mptf.conllu,0,1,0
kanārag,NOUN,obl,0,0,0,1,1,41,1276,zamīg,NOUN,nmod,0,1,2,2,1,0,0,1,0.6,False,False,GBd-TD1-01_mptf.conllu,1,0,0
zrēh,NOUN,nsubj,0,0,0,1,1,287,117,frāxkard,PROPN,nmod,0,1,2,1,1,0,1,1,0.8,False,False,GBd-TD1-01_mptf.conllu,1,0,0
xrafstar,NOUN,nsubj,0,0,0,1,1,216,43,murdag,ADJ,amod,0,1,2,1,1,0,0,1,0.5,False,True,GBd-TD1-01_mptf.conllu,0,1,0
wiš,NOUN,nsubj,0,1,0,1,1,42,18258,=š,PRON,nmod,0,2,2,2,0,0,0,0,0.5,False,False,GBd-TD1-01_mptf.conllu,1,0,0
aspkirb,NOUN,obl,0,0,0,1,1,12,633,X,ADJ,amod,0,1,2,3,1,0,0,1,0.6666666666666666,False,False,GBd-TD1-01_mptf.conllu,0,2,0
aspkirb,NOUN,obl,0,0,0,1,1,12,3,drāzdumb,ADJ,amod,1,1,2,3,1,0,0,1,0.6666666666666666,False,False,GBd-TD1-01_mptf.conllu,0,2,0
apāwš,PROPN,nsubj,0,0,0,1,0,30,1338,dēw,NOUN,appos,0,1,1,1,0,0,0,0,0.6666666666666666,False,False,GBd-TD1-01_mptf.conllu,0,0,0
homānāgīh,NOUN,obl,0,0,0,1,1,43,224,asp,NOUN,nmod,0,1,3,2,2,0,0,0,1.0,False,False,GBd-TD1-01_mptf.conllu,1,0,0
asp,NOUN,nmod,0,0,0,1,0,224,63,syā,ADJ,amod,0,1,2,2,1,0,0,1,0.0,False,False,GBd-TD1-01_mptf.conllu,0,2,0
asp,NOUN,nmod,0,0,0,1,1,224,6,kūkdumb,ADJ,amod,1,1,2,2,1,0,0,1,0.0,False,False,GBd-TD1-01_mptf.conllu,0,2,0
hanǰaman,NOUN,obj,0,0,0,1,1,76,3242,ohrmazd,PROPN,nmod,0,1,2,1,1,0,1,1,0.5,False,False,GBd-TD1-01_mptf.conllu,1,0,0
asp,NOUN,nmod,0,0,0,1,1,224,49,ǰuwān,ADJ,amod,0,1,3,6,0,0,0,0,0.0,False,False,GBd-TD1-01_mptf.conllu,0,1,0
uštar,NOUN,conj:nmod,0,0,0,1,1,64,49,ǰuwān,ADJ,amod,0,1,2,3,1,0,0,1,0.0,False,False,GBd-TD1-01_mptf.conllu,0,1,0
gāw,NOUN,conj:nmod,0,0,0,0,1,459,49,ǰuwān,ADJ,amod,0,1,2,2,1,0,0,1,0.0,False,False,GBd-TD1-01_mptf.conllu,0,1,0
apāwš,PROPN,obj,0,0,0,1,0,30,1338,dēw,NOUN,appos,0,1,1,1,0,0,0,0,0.6666666666666666,False,False,GBd-TD1-01_mptf.conllu,0,0,0
abzār,NOUN,obl,0,0,0,1,1,315,1416,kār,NOUN,nmod,2,1,2,2,2,0,0,1,0.6666666666666666,True,True,GBd-TD1-01_mptf.conllu,1,0,1
srešk,NOUN,obl,0,0,0,1,0,85,50,zahā,NOUN,nmod,6,1,4,2,2,0,0,0,1.0,False,False,GBd-TD1-01_mptf.conllu,1,0,0
sar,NOUN,nmod,0,0,0,1,0,700,459,gāw,NOUN,nmod,0,2,2,2,0,0,0,0,0.0,False,False,GBd-TD1-01_mptf.conllu,1,0,0
sar,NOUN,conj:nmod,0,0,0,1,1,700,690,māh,NOUN,nmod,0,2,1,2,0,0,0,0,0.0,False,False,GBd-TD1-01_mptf.conllu,1,0,0
zahā,NOUN,nmod,0,0,0,0,1,50,700,sar,NOUN,nmod,4,2,3,2,2,0,0,0,0.0,False,False,GBd-TD1-01_mptf.conllu,1,0,0
zahā,NOUN,conj:nmod,0,0,0,0,1,50,51,must,NOUN,nmod,0,2,1,2,0,0,0,0,0.0,False,False,GBd-TD1-01_mptf.conllu,1,0,0
ātaxš,NOUN,nsubj,0,0,0,1,1,1442,45,wāzišt,ADJ,nmod,0,1,2,1,1,0,0,1,0.25,False,False,GBd-TD1-01_mptf.conllu,1,0,0
wiš,NOUN,nsubj,0,1,0,1,1,42,216,xrafstarān,NOUN,nmod,0,1,3,2,1,1,0,0,0.3333333333333333,False,False,GBd-TD1-01_mptf.conllu,1,0,0
bowandagīh,NOUN,obl,0,0,0,1,1,59,986,rōz,NOUN,nmod,1,1,2,2,1,0,0,0,0.8,False,False,GBd-TD1-01_mptf.conllu,1,0,0
kust,NOUN,obl,0,0,0,1,1,248,1276,zamīg,NOUN,nmod,1,1,1,3,0,0,0,0,1.0,False,False,GBd-TD1-01_mptf.conllu,1,0,0
zrē,NOUN,nsubj,0,0,0,0,1,287,460,meh,ADJ,amod,0,1,2,3,1,0,0,1,0.5,False,False,GBd-TD1-01_mptf.conllu,0,1,0
